No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,text_4.started,text_4.stopped,text_5.started,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15,Month,六月,九月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,35,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.5879799000104,1.013270299998112,950.5984405000345,950.6815827999962,951.4814449999831,951.5814748000121,951.5814748000121,951.5814748000121,right,1,1.3972297000000253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
79,Month,三月,二月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.005384100019,1.011132700019516,954.0137477000244,954.0973011000315,954.8968680999824,954.9969113999978,954.9969113999978,954.9969113999978,up,1,0.783019200025592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
3,Month,三月,四月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,37,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.8117898000055,1.0100161000154912,956.8129153000191,956.8962559999782,957.696004300029,957.7959482999868,957.7959482999868,957.7959482999868,left,1,0.7437770999968052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
67,Month,七月,四月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,38,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.5722844999982,1.0119041000143625,959.57876210002,959.6621865000343,960.4618403000059,960.5616916000145,960.5616916000145,960.5616916000145,up,1,1.058087199984584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
120,Week,星期三 ,星期四,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,39,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.6502299000276,1.015006400004495,963.660680400033,963.7440834000008,964.5438147999812,964.6436952999793,964.6436952999793,964.6436952999793,down,1,0.8876791000366211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
17,Month,一月,五月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.5714446000056,1.0114396999706514,966.5763810999924,966.6598126000026,967.4595771000022,967.5596621999866,967.5596621999866,967.5596621999866,up,1,1.6918325000442564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
16,Month,五月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,41,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,969.2867457999964,1.0117062999634072,970.2919056999963,970.3750763999997,971.1748163999873,971.2748450000072,971.2748450000072,971.2748450000072,right,1,0.7602994000189938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
22,Month,二月,四月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,42,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.069021400006,1.0138611000147648,973.0742574000033,973.1575812000083,973.9573125999887,974.0573085999931,974.0573085999931,974.0573085999931,up,1,0.7147746999980882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
33,Month,六月,九月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,43,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.8013249000069,1.0117792999953963,975.8066235000151,975.889958099986,976.6896299999789,976.7897028999869,976.7897028999869,976.7897028999869,down,1,0.7821110999793746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
48,Month,五月,四月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,44,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,977.601287700003,1.0123981999931857,978.6056660999893,978.6892025999841,979.4889666999807,979.5887893000036,979.5887893000036,979.5887893000036,right,1,1.2385315999854356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
106,Week,星期三 ,星期四,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,45,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,980.8698372999788,1.0115917000221089,981.8715439999942,981.9547299999977,982.7543453000253,982.8544283999945,982.8544283999945,982.8544283999945,right,1,0.7165122000151314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
133,Week,星期三 ,星期二,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,46,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,983.5924806999974,1.0154822999611497,984.603795300005,984.6871558999992,985.4867251000251,985.5868079999927,985.5868079999927,985.5868079999927,left,1,0.7367558000260033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
152,Week,星期一,星期二,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,47,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.3597242999822,1.0119311999878846,987.3694339999929,987.4528869999922,988.2527550000232,988.3526018999983,988.3526018999983,988.3526018999983,down,0,0.9545722999610007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
139,Week,星期三 ,星期一,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,48,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.3552193000214,1.0107507999637164,990.3685242999927,990.4351892999839,991.2350352000212,991.3349880999885,991.3349880999885,991.3349880999885,down,1,0.6200822000391781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
27,Month,七月,九月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.9929514999967,1.0117446000222117,993.0011659000302,993.0845122000319,993.8840275999974,993.9839672999806,993.9839672999806,993.9839672999806,up,1,1.4757058000541292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-19_15h28.48.970,ETproject_Chi_2023.1.1,2023.1.1,59.93723373932769,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996.4740829999791,999.4823376000277,,,,,,,
