No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,image.stopped,text_4.started,text_5.started,text_4.stopped,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,participant,session,date,expName,psychopyVersion,frameRate,
133,Week,星期三 ,星期二,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,32,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.7769513996318,1.0098814005032182,892.7795755993575,892.8629866000265,893.6626349994913,893.7627310995013,893.7627310995013,893.7627310995013,left,1,0.7306676004081964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
17,Month,一月,五月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.5327604999766,1.00996039994061,895.5453756991774,895.6119127999991,896.4117704993114,896.5116887995973,896.5116887995973,896.5116887995973,down,0,0.6533529004082084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
49,Month,六月,五月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,34,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.1986664999276,1.0142180006951094,898.2111337995157,898.2943685995415,899.094173499383,899.1942206993699,899.1942206993699,899.1942206993699,right,1,1.2997482009232044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
141,Week,星期四,星期三 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.5283827995881,1.0105591006577015,901.5265164999291,901.6099386997521,902.409668199718,902.509700499475,902.509700499475,902.509700499475,down,1,1.0315041011199355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
74,Month,六月,四月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,36,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.5715060997754,1.0130807999521494,904.5757597992197,904.6589517993852,905.4588124994189,905.5586079992354,905.5586079992354,905.5586079992354,up,1,0.9428730010986328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
98,Week,星期二,星期四,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,37,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.5360584994778,1.0121068004518747,907.5413881000131,907.6248524999246,908.4245136994869,908.5247721998021,908.5247721998021,908.5247721998021,left,1,1.0891671003773808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
125,Week,星期四,星期一,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,38,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.6517491992563,1.010567399673164,910.6569824991748,910.7403319999576,911.5399084994569,911.6400509998202,911.6400509998202,911.6400509998202,right,1,0.6218063002452254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
74,Month,九月 ,八月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,39,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.2998428000137,1.0102299004793167,913.3063726993278,913.3893850995228,914.18923550006,914.2891377992928,914.2891377992928,914.2891377992928,down,1,1.1482149008661509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
48,Month,五月,四月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,40,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.464984299615,1.0105880005285144,916.4718162994832,916.5550555996597,917.3546431995928,917.4547671992332,917.4547671992332,917.4547671992332,right,1,0.8792272005230188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
18,Month,二月,六月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,41,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.3630397999659,1.0124656008556485,919.3707424998283,919.4542717998847,920.253772799857,920.3537978995591,920.3537978995591,920.3537978995591,up,1,0.7240731008350849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
139,Week,星期三 ,星期一,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,42,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.1141021000221,1.010840299539268,922.1198265999556,922.2032770998776,923.0030729994178,923.1030481997877,923.1030481997877,923.1030481997877,down,1,0.7026226008310914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
147,Week,星期五,星期二,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,43,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.8525376999751,1.0127076003700495,924.8524364000186,924.9357754997909,925.7353739999235,925.8353260997683,925.8353260997683,925.8353260997683,up,1,0.793774900957942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
29,Month,二月,五月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,44,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926.6612295992672,1.01086559984833,927.6681085992604,927.7513458998874,928.5511195994914,928.6510160993785,928.6510160993785,928.6510160993785,down,1,0.6672668000683188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
132,Week,星期二,星期一,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,45,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.3542446000502,0.9991548992693424,930.3670695992187,930.450516499579,931.2501722993329,931.3502030000091,931.3502030000091,931.3502030000091,left,1,0.5758844008669257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
106,Week,星期三 ,星期四,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,46,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.9536480996758,0.9995296997949481,933.9660163996741,934.049300099723,934.8490907996893,934.949053099379,934.949053099379,934.949053099379,right,1,0.7841640999540687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
138,Week,星期一,星期日,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,47,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.7693353993818,1.0161942997947335,936.7817762997001,936.865100399591,937.6648282995448,937.7648905999959,937.7648905999959,937.7648905999959,right,0,1.3683615000918508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
111,Week,星期一,星期四,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,48,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.1803433997557,1.0125970002263784,940.1806776998565,940.2639649994671,941.0637630997226,941.1638035997748,941.1638035997748,941.1638035997748,up,1,0.625942200422287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
56,Month,五月,二月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941.8193006999791,1.0139313992112875,942.829574899748,942.9130593994632,943.7126509994268,943.8127542994916,943.8127542994916,943.8127542994916,down,1,0.841970001347363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.6798532996327,,,,,,,
